id,keyword,phonetic_code
963,observational-micro-budget,O1261
964,observational-single location,O1261
965,tight pacing,T2312
966,observational-limited cast,O1261
967,limited cast,L5332
968,symbolic narrative,S5142
969,independent debut,I5315
970,intense-single location,I5352
971,atmospheric piece,A3521
972,intense-festival circuit,I5352
973,intense-contained arc,I5352
974,proof of concept,P6112
975,witty-micro-budget,W3526
976,poignant-single location,P2553
977,observational-contained arc,O1261
978,narrative vignette,N6311
979,intimate scope,I5353
980,observational-narrative vignette,O1261
981,high-concept premise,H2252
982,minimalist script,M5542
983,dialogue-driven,D4236
984,episodic segment,E1232
985,intense-micro-budget,I5352
986,character study,C6236
987,competition format,C5133
988,lighthearted-elimination round,L2363
989,season finale,S2515
990,sensational-unscripted drama,S5235
991,challenge sequence,C4522
992,confrontational-elimination round,C5165
993,judging panel,J3252
994,confrontational-competition format,C5165
995,dramatic-competition format,D6532
996,host-led,H2343
997,task-based,T2123
998,reunion special,R5521
999,reaction shot,R2352
1000,dramatic-social experiment,D6532
1001,narrative editing,N6313
1002,lighthearted-competition format,L2363
1003,live event,L1153
1004,dramatic-confessional booth,D6532
1005,bold-heist sequence,B4323
1006,dynamic-high-speed chase,D5522
1007,kinetic-explosive demolition,K5322
1008,relentless-assassination attempt,R4534
1009,non-stop-hand-to-hand combat,N5231
1010,explosive demolition-metropolitan sprawl,E2142
1011,heist sequence-industrial complex,H2322
1012,stylized-hand-to-hand combat,S3423
1013,relentless-undercover operative,R4534
1014,urban warfare-underground bunker,U6156
1015,bold-hand-to-hand combat,B4353
1016,tactical-high-speed chase,T2324
1017,dynamic-urban warfare,D5526
1018,high-speed chase-hostile territory,H2213
1019,explosive-armored vehicle,E2142
1020,gritty-assassination attempt,G6322
1021,high-speed chase-metropolitan sprawl,H2213
1022,hand-to-hand combat-international border,H5353
1023,aggressive-heist sequence,A2621
1024,explosive-explosive demolition,E2142
1025,hand-to-hand combat-metropolitan sprawl,H5353
1026,visceral-undercover operative,V2645
1027,tactical-heist sequence,T2324
1028,urgent-urban warfare,U6253
1029,explosive demolition-international border,E2142
1030,adrenaline-fueled-mercenary contract,A3654
1031,explosive demolition-remote wilderness,E2142
1032,tactical infiltration-underground bunker,T2324
1033,relentless-urban warfare,R4534
1034,hand-to-hand combat-remote wilderness,H5353
1035,adrenaline-fueled-tactical infiltration,A3654
1036,relentless-mercenary contract,R4534
1037,kinetic-tactical infiltration,K5323
1038,heist sequence-high-security facility,H2322
1039,mercenary contract-hostile territory,M6256
1040,explosive demolition-industrial complex,E2142
1041,tactical infiltration-high-security facility,T2324
1042,stylized-high-speed chase,S3423
1043,high-octane-heist sequence,H2235
1044,heist sequence-underground bunker,H2322
1045,gritty-urban warfare,G6361
1046,explosive-assassination attempt,E2142
1047,tactical-assassination attempt,T2324
1048,heist sequence-international border,H2322
1049,adrenaline-fueled-assassination attempt,A3654
1050,non-stop-explosive demolition,N5231
1051,explosive-hand-to-hand combat,E2142
1052,tense-heist sequence,T5223
1053,kinetic-high-speed chase,K5322
1054,tactical infiltration-international border,T2324
1055,adrenaline-fueled-hand-to-hand combat,A3654
1056,stylized-urban warfare,S3423
1057,visceral-tactical infiltration,V2643
1058,hand-to-hand combat-high-security facility,H5353
1059,kinetic-assassination attempt,K5322
1060,heist sequence-metropolitan sprawl,H2322
1061,mercenary contract-remote wilderness,M6256
1062,tense-urban warfare,T5261
1063,kinetic-hand-to-hand combat,K5325
1064,high-octane-hand-to-hand combat,H2235
1065,bold-explosive demolition,B4321
1066,stylized-mercenary contract,S3423
1067,dynamic-heist sequence,D5522
1068,adrenaline-fueled-undercover operative,A3654
1069,urban warfare-metropolitan sprawl,U6156
1070,stylized-tactical infiltration,S3423
1071,mercenary contract-international border,M6256
1072,dynamic-undercover operative,D5525
1073,visceral-high-speed chase,V2642
1074,undercover operative-metropolitan sprawl,U5362
1075,hand-to-hand combat-hostile territory,H5353
1076,tactical-hand-to-hand combat,T2324
1077,mercenary contract-underground bunker,M6256
1078,undercover operative-high-security facility,U5362
1079,tactical-undercover operative,T2324
1080,non-stop-tactical infiltration,N5231
1081,explosive demolition-war-torn region,E2142
1082,mercenary contract-high-security facility,M6256
1083,urgent-heist sequence,U6253
1084,kinetic-heist sequence,K5322
1085,heist sequence-war-torn region,H2322
1086,tactical-mercenary contract,T2324
1087,explosive-mercenary contract,E2142
1088,dynamic-explosive demolition,D5522
1089,non-stop-assassination attempt,N5231
1090,bold-tactical infiltration,B4323
1091,adrenaline-fueled-armored vehicle,A3654
1092,urban warfare-hostile territory,U6156
1093,tactical-urban warfare,T2324
1094,high-octane-undercover operative,H2235
1095,non-stop-urban warfare,N5231
1096,kinetic-undercover operative,K5325
1097,adrenaline-fueled-explosive demolition,A3654
1098,relentless-armored vehicle,R4534
1099,bold-undercover operative,B4353
1100,urban warfare-international border,U6156
1101,stylized-explosive demolition,S3423
1102,kinetic-urban warfare,K5326
1103,bold-urban warfare,B4361
1104,high-octane-tactical infiltration,H2235
1105,stylized-assassination attempt,S3423
1106,relentless-heist sequence,R4534
1107,tactical infiltration-war-torn region,T2324
1108,visceral-hand-to-hand combat,V2645
1109,explosive-tactical infiltration,E2142
1110,non-stop-heist sequence,N5231
1111,bold-mercenary contract,B4356
1112,urban warfare-war-torn region,U6156
1113,high-speed chase-international border,H2213
1114,gritty-armored vehicle,G6365
1115,adrenaline-fueled-high-speed chase,A3654
1116,mercenary contract-metropolitan sprawl,M6256
1117,hand-to-hand combat-war-torn region,H5353
1118,dynamic-hand-to-hand combat,D5525
1119,high-octane-high-speed chase,H2235
1120,explosive demolition-high-security facility,E2142
1121,stylized-heist sequence,S3423
1122,adrenaline-fueled-urban warfare,A3654
1123,mercenary contract-industrial complex,M6256
1124,high-octane-armored vehicle,H2235
1125,high-speed chase-industrial complex,H2213
1126,high-speed chase-remote wilderness,H2213
1127,undercover operative-underground bunker,U5362
1128,dynamic-tactical infiltration,D5523
1129,hand-to-hand combat-underground bunker,H5353
1130,tactical infiltration-hostile territory,T2324
1131,stylized-undercover operative,S3423
1132,bold-high-speed chase,B4322
1133,high-speed chase-high-security facility,H2213
1134,visceral-urban warfare,V2646
1135,undercover operative-hostile territory,U5362
1136,high-octane-urban warfare,H2235
1137,explosive-heist sequence,E2142
1138,relentless-high-speed chase,R4534
1139,tactical-explosive demolition,T2324
1140,urban warfare-remote wilderness,U6156
1141,tactical-tactical infiltration,T2324
1142,mercenary contract-war-torn region,M6256
1143,heist sequence-remote wilderness,H2322
1144,explosive-undercover operative,E2142
1145,hand-to-hand combat-industrial complex,H5353
1146,high-octane-mercenary contract,H2235
1147,visceral-mercenary contract,V2645
1148,undercover operative-remote wilderness,U5362
1149,visceral-assassination attempt,V2642
1150,tactical infiltration-industrial complex,T2324
1151,high-speed chase-underground bunker,H2213
1152,relentless-explosive demolition,R4534
1153,urban warfare-high-security facility,U6156
1154,tactical infiltration-remote wilderness,T2324
1155,urban warfare-industrial complex,U6156
1156,kinetic-mercenary contract,K5325
1157,gritty-heist sequence,G6323
1158,visceral-explosive demolition,V2642
1159,relentless-tactical infiltration,R4534
1160,non-stop-undercover operative,N5231
1161,heist sequence-hostile territory,H2322
1162,high-speed chase-war-torn region,H2213
1163,non-stop-armored vehicle,N5231
1164,kinetic-armored vehicle,K5326
1165,stylized-armored vehicle,S3423
1166,explosive-high-speed chase,E2142
1167,high-octane-assassination attempt,H2235
1168,tactical-armored vehicle,T2324
1169,explosive demolition-hostile territory,E2142
1170,relentless-hand-to-hand combat,R4534
1171,visceral-armored vehicle,V2646
1172,adrenaline-fueled-heist sequence,A3654
1173,undercover operative-industrial complex,U5362
1174,tactical infiltration-metropolitan sprawl,T2324
1175,undercover operative-war-torn region,U5362
1176,explosive demolition-underground bunker,E2142
1177,explosive-urban warfare,E2142
1178,non-stop-mercenary contract,N5231
1179,dynamic-mercenary contract,D5525
1180,non-stop-high-speed chase,N5231
1181,visceral-heist sequence,V2642
1182,aggressive-urban warfare,A2621
1183,high-octane-explosive demolition,H2235
1184,undercover operative-international border,U5362
1185,treacherous terrain-arid desert,T6262
1186,perilous-uncharted territory,P6425
1187,sweeping-uncharted territory,S1525
1188,uncharted territory-isolated island,U5263
1189,epic-ancient artifact,E1252
1190,mysterious-hidden treasure,M2362
1191,daring-survival trek,D6526
1192,perilous-expedition team,P6422
1193,daring-lost civilization,D6524
1194,grand-cross-continental journey,G6532
1195,cinematic-archaeological dig,C5532
1196,adventurous-hidden treasure,A3153
1197,mysterious-treacherous terrain,M2362
1198,atmospheric-hidden treasure,A3521
1199,hidden treasure-open ocean,H3536
1200,ancient artifact-historical frontier,A5253
1201,mysterious-uncharted territory,M2362
1202,cinematic-cross-continental journey,C5532
1203,vast-mythological quest,V2353
1204,cinematic-ancient artifact,C5532
1205,daring-expedition team,D6522
1206,perilous-treacherous terrain,P6423
1207,vast-cross-continental journey,V2326
1208,expedition team-deep jungle,E2133
1209,expedition team-open ocean,E2133
1210,epic-treacherous terrain,E1236
1211,exotic-hidden treasure,E2323
1212,vast-hidden treasure,V2335
1213,treacherous terrain-unmapped wilderness,T6262
1214,expedition team-high mountain range,E2133
1215,sweeping-mythological quest,S1525
1216,mysterious-expedition team,M2362
1217,ancient artifact-isolated island,A5253
1218,vast-archaeological dig,V2362
1219,mysterious-ancient artifact,M2362
1220,atmospheric-lost civilization,A3521
1221,exotic-mythological quest,E2325
1222,sweeping-archaeological dig,S1526
1223,survival trek-historical frontier,S6114
1224,mythic-expedition team,M3221
1225,treacherous terrain-open ocean,T6262
1226,exotic-cross-continental journey,E2326
1227,mythological quest-deep jungle,M3422
1228,vast-expedition team,V2321
1229,perilous-hidden treasure,P6423
1230,lost civilization-high mountain range,L2321
1231,ancient artifact-high mountain range,A5253
1232,cinematic-lost civilization,C5532
1233,ancient artifact-open ocean,A5253
1234,perilous-lost civilization,P6424
1235,cinematic-hidden treasure,C5532
1236,mythological quest-high mountain range,M3422
1237,sweeping-survival trek,S1526
1238,epic-hidden treasure,E1235
1239,treacherous terrain-high mountain range,T6262
1240,daring-archaeological dig,D6526
1241,exotic-ancient artifact,E2325
1242,exotic-survival trek,E2326
1243,uncharted territory-high mountain range,U5263
1244,survival trek-open ocean,S6114
1245,expedition team-isolated island,E2133
1246,survival trek-arid desert,S6114
1247,epic-uncharted territory,E1252
1248,exotic-archaeological dig,E2326
1249,mythological quest-isolated island,M3422
1250,lost civilization-historical frontier,L2321
1251,mysterious-lost civilization,M2362
1252,survival trek-deep jungle,S6114
1253,daring-cross-continental journey,D6526
1254,epic-lost civilization,E1242
1255,mythic-uncharted territory,M3252
1256,mythic-mythological quest,M3253
1257,atmospheric-ancient artifact,A3521
1258,atmospheric-mythological quest,A3521
1259,atmospheric-uncharted territory,A3521
1260,mythic-ancient artifact,M3252
1261,hidden treasure-historical frontier,H3536
1262,mythic-archaeological dig,M3262
1263,mythic-treacherous terrain,M3236
1264,daring-ancient artifact,D6525
1265,hidden treasure-high mountain range,H3536
1266,daring-uncharted territory,D6525
1267,expedition team-ancient ruins,E2133
1268,perilous-ancient artifact,P6425
1269,cinematic-treacherous terrain,C5532
1270,inspirational-hidden treasure,I5216
1271,atmospheric-survival trek,A3521
1272,sweeping-lost civilization,S1524
1273,atmospheric-expedition team,A3521
1274,lost civilization-deep jungle,L2321
1275,wondrous-hidden treasure,W5362
1276,sweeping-treacherous terrain,S1523
1277,hidden treasure-arid desert,H3536
1278,uncharted territory-open ocean,U5263
1279,epic-mythological quest,E1253
1280,epic-cross-continental journey,E1262
1281,exotic-uncharted territory,E2325
1282,mythic-hidden treasure,M3235
1283,atmospheric-archaeological dig,A3521
1284,mythological quest-open ocean,M3422
1285,sweeping-expedition team,S1522
1286,vast-uncharted territory,V2352
1287,lost civilization-arid desert,L2321
1288,mysterious-mythological quest,M2362
1289,mythological quest-historical frontier,M3422
1290,survival trek-unmapped wilderness,S6114
1291,mythic-cross-continental journey,M3262
1292,exotic-lost civilization,E2324
1293,inspirational-survival trek,I5216
1294,exotic-treacherous terrain,E2323
1295,perilous-survival trek,P6426
1296,grand-archaeological dig,G6536
1297,hidden treasure-isolated island,H3536
1298,uncharted territory-unmapped wilderness,U5263
1299,daring-mythological quest,D6525
1300,grand-survival trek,G6532
1301,expedition team-historical frontier,E2133
1302,epic-survival trek,E1261
1303,atmospheric-cross-continental journey,A3521
1304,perilous-cross-continental journey,P6426
1305,lost civilization-ancient ruins,L2321
1306,mysterious-survival trek,M2362
1307,uncharted territory-deep jungle,U5263
1308,cinematic-mythological quest,C5532
1309,mythological quest-unmapped wilderness,M3422
1310,mythological quest-arid desert,M3422
1311,treacherous terrain-deep jungle,T6262
1312,lost civilization-unmapped wilderness,L2321
1313,mythic-survival trek,M3261
1314,vast-survival trek,V2326
1315,epic-expedition team,E1221
1316,hidden treasure-ancient ruins,H3536
1317,ancient artifact-arid desert,A5253
1318,atmospheric-treacherous terrain,A3521
1319,wondrous-survival trek,W5362
1320,mythological quest-ancient ruins,M3422
1321,sweeping-ancient artifact,S1525
1322,hidden treasure-deep jungle,H3536
1323,exotic-expedition team,E2322
1324,cinematic-uncharted territory,C5532
1325,vast-lost civilization,V2342
1326,grand-hidden treasure,G6533
1327,survival trek-ancient ruins,S6114
1328,treacherous terrain-isolated island,T6262
1329,cinematic-expedition team,C5532
1330,epic-archaeological dig,E1262
1331,treacherous terrain-historical frontier,T6262
1332,uncharted territory-historical frontier,U5263
1333,lost civilization-isolated island,L2321
1334,treacherous terrain-ancient ruins,T6262
1335,uncharted territory-arid desert,U5263
1336,survival trek-high mountain range,S6114
1337,expedition team-unmapped wilderness,E2133
1338,survival trek-isolated island,S6114
1339,ancient artifact-unmapped wilderness,A5253
1340,sweeping-cross-continental journey,S1526
1341,cinematic-survival trek,C5532
1342,ancient artifact-deep jungle,A5253
1343,perilous-archaeological dig,P6426
1344,vast-treacherous terrain,V2362
